,NCT_ID,Title,Drugs
185,NCT03170960,A Phase 1b Dose-Escalation Study of Cabozantinib (XL184) Administered Alone or in Combination With Atezolizumab to Subjects With Locally Advanced or Metastatic Solid Tumors,"['cabozantinib', 'atezolizumab', 'cabozantinib', 'cabozantinib']"
186,NCT04446117,"A Phase 3, Randomized, Open-Label, Controlled Study of Cabozantinib (XL184) in Combination With Atezolizumab vs Second Novel Hormonal Therapy (NHT) in Subjects With Metastatic Castration-Resistant Prostate Cancer","['Cabozantinib', 'Atezolizumab', 'Abiraterone Acetate', 'Enzalutamide', 'Prednisone']"
187,NCT04471428,"A Phase III, Multicenter, Randomized, Open-Label, Controlled Study to Evaluate the Efficacy, Safety, and Pharmacokinetics of Atezolizumab Given in Combination With Cabozantinib Versus Docetaxel Monotherapy in Patients With Metastatic Non-Small Lung Cancer Previously Treated With an Anti-PD-L1/PD-1 Antibody and Platinum-Containing Chemotherapy","['Cabozantinib', 'Atezolizumab', 'Docetaxel']"
188,NCT03424005,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating The Efficacy And Safety Of Multiple Immunotherapy-Based Treatment Combinations In Patients With Metastatic Triple-Negative Breast Cancer (Morpheus-TNBC)","['Capecitabine', 'Atezolizumab', 'Ipatasertib', 'SGN-LIV1A', 'Bevacizumab', 'Chemotherapy (Gemcitabine + Carboplatin or Eribulin)', 'Selicrelumab', 'Tocilizumab', 'Nab-Paclitaxel', 'Sacituzumab Govitecan']"
189,NCT01898117,Biomarker Discovery Randomized Phase IIb Trial With Carboplatin-cyclophosphamide Versus Paclitaxel With or Without Atezolizumab as First-line Treatment in Advanced Triple Negative Breast Cancer,"['Carbo/cyclo', 'Carbo/cyclo + atezolizumab', 'Paclitaxel', 'Paclitaxel + Atezolizumab']"
190,NCT04042558,"A Multicentre Phase II, Open-label, Non-randomized Study Evaluating Platinum-Pemetrexed-Atezolizumab (+/- Bevacizumab) for Patients With Stage IIIB/IV Non-squamous Non-small Cell Lung Cancer With EGFR Mutations, ALK Rearrangement or ROS1 Fusion Progressing After Targeted Therapies","['Carboplatin + Pemetrexed + Atezolizumab + Bevacizumab', 'Carboplatin + Pemetrexed + Atezolizumab']"
191,NCT03147040,AssessinG Efficacy of Carboplatin and ATezOlizumab in Metastatic Lobular Breast Cancer: GELATO-trial,"['Carboplatin', 'Atezolizumab']"
192,NCT03762018,A Multicentre Randomised Phase III Trial Comparing Atezolizumab Plus Bevacizumab and Standard Chemotherapy Versus Bevacizumab and Standard Chemotherapy as First-line Treatment for Advanced Malignant Pleural Mesothelioma,"['Carboplatin', 'Pemetrexed', 'Bevacizumab', 'Atezolizumab']"
193,NCT02914470,"A Phase 1b to Assess the Safety and Tolerability of Carboplatin-cyclophosphamide Combined With Atezolizumab, an Antibody That Targets Programmed Death Ligand 1 (PD-L1), in Patients With Advanced Breast Cancer and Gynaecologic Cancer","['carbplatin, cyclophophamide, atezolizumab']"
194,NCT02291289,A Multi-Centre Randomised Clinical Trial of Biomarker-Driven Maintenance Treatment for First-Line Metastatic Colorectal Cancer (MODUL),"['Cetuximab', 'FOLFOX induction regimen', 'Fluoropyrimidine (5-FU/LV or capecitabine)', 'Atezolizumab', 'Vemurafenib', 'Bevacizumab', 'Trastuzumab', 'Pertuzumab', 'Cobimetinib', '5-FU/LV']"
195,NCT03264066,"A Phase II, Open-Label, Multicenter, Multicohort Study to Investigate the Efficacy and Safety of Cobimetinib Plus Atezolizumab in Patients With Solid Tumors","['Cobimetinib', 'Atezolizumab', 'Atezolizumab Cohort 7']"
196,NCT03273153,"A Phase III, Open-Label, Multicenter, Two Arm, Randomized Study to Investigate the Efficacy and Safety of Cobimetinib Plus Atezolizumab Versus Pembrolizumab in Patients With Previously Untreated Advanced BRAF V600 Wild-Type Melanoma","['Cobimetinib', 'Atezolizumab', 'Pembrolizumab']"
197,NCT03625141,A Phase II Two Cohort Study Evaluating the Safety and Efficacy of Cobimetinib Plus Atezolizumab in BRAFV600 Wild-type Melanoma With Central Nervous System Metastases and Cobimetinib Plus Atezolizumab and Vemurafenib in BRAFV600 Mutation-positive Melanoma With Central Nervous System Metastases,"['Cobimetinib', 'Atezolizumab', 'Vemurafenib']"
198,NCT03695380,"A Phase Ib Study of Cobimetinib Administered in Combination With Niraparib, With or Without Atezolizumab, To Patients With Advanced Platinum-sensitive Ovarian Cancer","['Cobimetinib', 'Niraparib', 'Atezolizumab']"
199,NCT02322814,"A Multistage, Phase II Study Evaluating the Safety and Efficacy of Cobimetinib Plus Paclitaxel, Cobimetinib Plus Atezolizumab Plus Paclitaxel, or Cobimetinib Plus Atezolizumab Plus Nab-Paclitaxel as First-Line Treatment for Patients With Metastatic Triple-Negative Breast Cancer","['Cobimetinib', 'Paclitaxel', 'Placebo', 'Atezolizumab', 'Nab-Paclitaxel']"
200,NCT03312530,"A Phase Ib/II Study of Cobimetinib Administered as Single Agent and in Combination With Venetoclax, With or Without Atezolizumab, in Patients With Relapsed and Refractory Multiple Myeloma","['Cobimetinib', 'Venetoclax', 'Atezolizumab']"
201,NCT00626197,"A Randomised, Double-Blind, Placebo Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy and Safety of Two Doses of Ocrelizumab in Patients With WHO or ISN Class III or IV Nephritis Due to Systemic Lupus Erythematosus","['Corticosteroids', 'Cyclophosphamide', 'Mycophenolate Mofetil', 'Ocrelizumab', 'Placebo', 'Azathioprine']"
202,NCT03818997,DKN-01/Atezolizumab as Second Line Treatment of biliarY Tract Cancer and in combiNAtion or Not With Paclitaxel as Second Line treatMent of esophagogastrIC Cancer: a Multi-center Phase II Trial,"['DKN-01', 'Atezolizumab', 'Paclitaxel']"
203,NCT01903993,"A Phase II, Open-label, Multicenter, Randomized Study to Investigate the Efficacy and Safety of MPDL3280A (Anti-PD-L1 Antibody) Compared With Docetaxel in Patients With Non-Small Cell Lung Cancer After Platinum Failure","['Docetaxel', 'Atezolizumab']"
204,NCT00781612,"An Open-Label, Multicenter Extension Study of Trastuzumab Emtansine Administered as a Single Agent or in Combination With Other Anti-Cancer Therapies in Patients Previously Enrolled in a Genentech and/or F. Hoffmann-La Roche Ltd-Sponsored Trastuzumab Emtansine Study","['Docetaxel', 'Paclitaxel', 'Pertuzumab', 'Trastuzumab', 'Trastuzumab Emtansine', 'Atezolizumab']"
205,NCT04984811,"A Multicenter, Open-label, Single-arm Phase II Study to Evaluate Anti-tumor Efficacy and Safety of NT-I7 in Combination With Atezolizumab in Subjects With Previously Untreated, PD-L1-expressing, Locally Advanced or Metastatic NSCLC","['efineptakin alfa', 'Atezolizumab']"
206,NCT02708680,"A Randomized, Placebo-controlled, Double-blind, Multicenter Phase 2 Study of Atezolizumab With or Without Entinostat in Patients With Advanced Triple Negative Breast Cancer, With a Phase 1b Lead in Phase","['entinostat', 'atezolizumab', 'Placebo']"
207,NCT04589845,Tumor-Agnostic Precision Immunooncology and Somatic Targeting Rational for You (TAPISTRY) Phase II Platform Trial,"['Entrectinib', 'Entrectinib', 'Alectinib', 'Atezolizumab', 'Ipatasertib', 'Trastuzumab emtansine', 'Idasanutlin', 'Inavolisib', 'Belvarafenib', 'Pralsetinib']"
208,NCT04730999,"A Phase II, Single Arm Study of CarbopLatin Plus Etoposide With Bevacizumab and Atezolizumab in Patients With exTEnded-disease Small-cell Lung Cancer (SCLC)","['Etoposide', 'Carboplatin', 'Bevacizumab', 'Atezolizumab']"
209,NCT04597918,"An Exploratory, Prospective, Multi-Center, Open-Label, Single-Arm, Interventional, Phase IIB Study to Investigate Aqueous Humor and Multimodal Imaging Biomarkers in Treatment-Naïve Patients With Diabetic Macular Edema Treated With Faricimab (RO6867461) - ALTIMETER STUDY",['Faricimab']
210,NCT05224102,"A Phase IV, Multicenter, Open-Label, Single-Arm Study to Investigate Faricimab (RO6867461) Treatment Response in Treatment-Naive, Underrepresented Patients With Diabetic Macular Edema",['Faricimab']
211,NCT05610319,"Treat & Extend Versus Fixed Dosing With Faricimab for Management of Diabetic Macular Edema: A Pragmatic, Multi-center, Open-label, Randomized, Controlled Trial",['Faricimab']
212,NCT05476926,"Real-World, Long-Term Data Collection to Gain Clinical Insights Into Roche Ophthalmology Products (VOYAGER STUDY)",['Faricimab']
213,NCT04740931,"A Phase III, Multicenter, Randomized, Double-Masked, Active Comparator-Controlled Study to Evaluate the Efficacy and Safety of Faricimab in Patients With Macular Edema Secondary to Central Retinal or Hemiretinal Vein Occlusion","['Faricimab', 'Aflibercept']"
214,NCT04740905,"A Phase III, Multicenter, Randomized, Double-Masked, Active Comparator-Controlled Study to Evaluate the Efficacy and Safety of Faricimab in Patients With Macular Edema Secondary to Branch Retinal Vein Occlusion","['Faricimab', 'Aflibercept']"
215,NCT03823300,"A Phase III, Multicenter, Randomized, Double-Masked, Active Comparator-Controlled Study to Evaluate the Efficacy and Safety of Faricimab in Patients With Neovascular Age-Related Macular Degeneration (LUCERNE)","['Faricimab', 'Aflibercept']"
216,NCT03823287,"A Phase III, Multicenter, Randomized, Double-Masked, Active Comparator-Controlled Study to Evaluate the Efficacy and Safety of Faricimab in Patients With Neovascular Age-Related Macular Degeneration (TENAYA)","['Faricimab', 'Aflibercept']"
217,NCT02699450,"A Multiple-Center, Multiple-Dose, Randomized, Active Comparator-Controlled, Double-Masked, Parallel Group, 36-Week Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Efficacy of RO6867461 Administered Intravitreally in Patients With Diabetic Macular Edema","['Faricimab', 'Ranibizumab']"
218,NCT02484690,"A Multiple-Center, Multiple-Dose and Regimen, Randomized, Active Comparator Controlled, Double-Masked, Parallel Group, 36 Week Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Efficacy of RO6867461 Administered Intravitreally in Patients With Choroidal Neovascularization Secondary to Age-Related Macular Degeneration","['Faricimab', 'Ranibizumab', 'Sham Procedure']"
219,NCT03038880,STAIRWAY: Simultaneous Blockade of Angiopoietin-2 and VEGF-A With the Bispecific Antibody RO6867461 (RG7716) for Extended Durability in the Treatment of Neovascular Age-Related Macular Degeneration,"['Faricimab', 'Ranibizumab', 'Sham Procedure']"
220,NCT04777201,"A Multicenter, Open-Label Extension Study to Evaluate the Long-Term Safety and Tolerability of Faricimab in Patients With Neovascular Age-Related Macular Degeneration (AVONELLE-X)",['Faricimab']
221,NCT04432831,"A Multicenter, Open-Label Extension Study to Evaluate the Long-Term Safety and Tolerability of Faricimab in Patients With Diabetic Macular Edema",['Faricimab']
222,NCT04544449,"A Phase III Multicenter, Randomized, Double-Blind, Double-Dummy, Parallel-Group Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Patients With Primary Progressive Multiple Sclerosis.","['fenebrutinib', 'ocrelizumab', 'placebo']"
223,NCT04592341,"A Phase II, Multicenter, Open-Label, Single Arm Study to Evaluate the Pharmacodynamic Effects of Once Weekly Administration of Gantenerumab in Participants With Early (Prodromal to Mild) Alzheimer's Disease",['Gantenerumab']
224,NCT04374253,"An Open-Label, Multicenter, Rollover Study to Evaluate the Safety, Tolerability, and Efficacy of Long-Term Gantenerumab Administration in Participants With Alzheimer's Disease","['Gantenerumab', 'Gantenerumab']"
225,NCT04339413,"An Open-Label, Multicenter, Rollover Study to Evaluate the Safety and Tolerability of Long-Term Administration of Gantenerumab in Participants With Alzheimer's Disease",['Gantenerumab']
226,NCT03236844,"A Multi-Center, Randomized, Open-Label, Single-Dose, Parallel Group Study to Investigate the Relative Bioavailability of Gantenerumab Produced With the G4 Process in Comparison to Gantenerumab Produced With the G3 Process Following Administration by Subcutaneous Injection in Healthy Volunteers",['Gantenerumab']
227,NCT02133937,"A Single-center, Randomized Open-label, Single-dose, Parallel Group Study to Investigate the Relative Bioavailability of a High Concentration Liquid Formulation (Hclf) in Prefilled Syringes Versus the Reference Lyophilized Formulation (Lyof) of Gantenerumab Following Administration by Subcutaneous Injection in Healthy Volunteers","['gantenerumab', 'gantenerumab']"
228,NCT01636531,"A Multi-center, Randomized Open-label, Single-dose, Parallel Group Investigation of the Relative Bioavailability, Tolerability and Dose-exposure Relationship of a High Concentration Liquid Formulation (HCLF) Versus a Lyophilized Formulation (LyoF) of RO4909832 (Gantenerumab) When Administered by su","['gantenerumab', 'gantenerumab']"
229,NCT00531804,"A Multi-center, Multiple-ascending Dose, Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Investigate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of RO4909832 Following Intravenous Infusion in AD Patients",['gantenerumab']
230,NCT05552157,"A Phase II/III Multicenter Randomized, Double-Blind, Placebo-Controlled, Two-part Adaptive Design, Platform Trial of Investigational Treatments for Primary Prevention of Disease Progression in Dominantly Inherited Alzheimer's Disease","['Gantenerumab', 'Matching Placebo (Gantenerumab)']"
231,NCT05256134,"A Phase III, Multicenter, Randomized, Parallel-Group, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Gantenerumab in Participants at Risk for or at the Earliest Stages of Alzheimer's Disease","['Gantenerumab', 'Placebo']"
232,NCT03444870,"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Efficacy, and Safety Study of Gantenerumab in Patients With Early (Prodromal to Mild) Alzheimer's Disease","['Gantenerumab', 'Placebo']"
233,NCT03443973,"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Efficacy, and Safety Study of Gantenerumab in Patients With Early (Prodromal to Mild) Alzheimer's Disease","['Gantenerumab', 'Placebo']"
234,NCT02882009,"A Single-Center, Randomized, Open-Label, Parallel-Group, Placebo-Controlled, Cross-Over Study To Investigate the Impact of Speed of Injection and Site of Injection on Pain, Tolerability, Safety, and Pharmacokinetics Following Subcutaneous Administration of Gantenerumab in Healthy Volunteers","['Gantenerumab', 'Placebo']"
235,NCT02711423,"A Single-Center, Randomized, Investigator/Subject-Blind Single-Ascending Dose, Placebo-Controlled, Parallel Study to Investigate the Safety, Tolerability, and Pharmacokinetics of Gantenerumab Following SC Administration in Healthy Subjects","['Gantenerumab', 'Placebo']"
236,NCT01224106,"Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Two Year Study to Evaluate the Effect of Subcutaneous RO4909832 on Cognition and Function in Prodromal Alzheimer's Disease With Option for up to an Additional Two Years of Treatment and an Open-Label Extension With Active Study Treatment","['Gantenerumab', 'Placebo']"
237,NCT04623242,"A Phase II/III Randomized, Double-Blind, Placebo-Controlled, Cognitive Endpoint, Multi-Center Study of Potential Disease Modifying Therapies in Individuals at Risk for and With Dominantly Inherited Alzheimer's Disease","['Gantenerumab', 'Solanezumab', 'Matching Placebo (Gantenerumab)', 'Matching Placebo (Solanezumab)']"
238,NCT01760005,"A Phase II/III Multicenter Randomized, Double-Blind, Placebo-Controlled Platform Trial of Potential Disease Modifying Therapies Utilizing Biomarker, Cognitive, and Clinical Endpoints in Dominantly Inherited Alzheimer's Disease","['Gantenerumab', 'Solanezumab', 'Matching Placebo (Gantenerumab)', 'Matching Placebo (Solanezumab)', 'Gantenerumab', 'E2814', 'Lecanemab', 'Matching Placebo (E2814)']"
239,NCT05240131,"An Open Label Study Followed by a Randomised, Double-blind, Placebo-controlled, Parallel Group and an Extension Study to Investigate the Safety and Efficacy of GB1211 (a Galectin-3 Inhibitor) in Combination With Atezolizumab in Patients With Non-Small Cell Lung Cancer (NSCLC).","['GB1211', 'Placebo', 'Atezolizumab']"
240,NCT05487235,"A Phase Ib, Open-Label Study Evaluating the Safety, Pharmacokinetics, and Activity of GDC-1971 in Combination With Atezolizumab in Patients With Locally Advanced or Metastatic Solid Tumors","['GDC-1971', 'Atezolizumab', 'Omeprazole']"
241,NCT04449874,"A Phase Ia/Ib Dose-Escalation and Dose-Expansion Study Evaluating the Safety, Pharmacokinetics, and Activity of GDC-6036 as a Single Agent and in Combination With Other Anti-cancer Therapies in Patients With Advanced or Metastatic Solid Tumors With a KRAS G12C Mutation","['GDC-6036', 'Atezolizumab', 'Cetuximab', 'Bevacizumab', 'Erlotinib', 'GDC-1971', 'Inavolisib']"
242,NCT04802759,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Treatment Combinations in Patients With Breast Cancer (MORPHEUS- BREAST CANCER)","['Giredestrant', 'Abemaciclib', 'Ipatasertib', 'Inavolisib', 'Ribociclib', 'Everolimus', 'Samuraciclib', 'PH FDC SC', 'Palbociclib', 'Atezolizumab']"
243,NCT03533283,"An Open-Label, Multi-Center, Phase IB/II Study of Glofitamab and Atezolizumab or Polatuzumab Vedotin (Plus a Single Pre-Treatment Dose of Obinutuzumab) in Adult Patients With Relapsed/Refractory B-Cell Non-Hodgkin's Lymphoma","['Glofitamab', 'Atezolizumab', 'Obinutuzumab', 'Tocilizumab', 'Polatuzumab Vedotin', '89Zr-Df-IAB22M2C']"
244,NCT04313608,"A Phase Ib, Open-Label, Multicenter Study Evaluating the Safety and Efficacy of Glofitamab or Mosunetuzumab in Combination With Gemcitabine Plus Oxaliplatin in Patients With Relapsed or Refractory Diffuse Large B-Cell Lymphoma and High-Grade Large B-Cell Lymphoma","['Glofitamab', 'Gemcitabine', 'Oxaliplatin', 'Mosunetuzumab', 'Obinutuzumab', 'Tocilizumab']"
245,NCT05468489,"A Randomized, Open-label Study of HLX10 Plus Chemotherapy (Carboplatin-Etoposide) in Comparison With Atezolizumab Plus Chemotherapy in Previously Untreated US Patients With Extensive Stage Small Cell Lung Cancer (ES-SCLC)","['HLX10 + chemotherapy (carboplatin-etoposide)', 'Atezolizumab + chemotherapy (carboplatin-etoposide)']"
246,NCT04929223,"A Phase I/Ib Global, Multicenter, Open-label Umbrella Study Evaluating the Safety and Efficacy of Targeted Therapies in Subpopulations of Patients With Metastatic Colorectal Cancer (INTRINSIC)","['Inavolisib', 'Bevacizumab', 'Cetuximab', 'Atezolizumab', 'Tiragolumab', 'SY-5609', 'GDC-6036', 'FOLFOX']"
247,NCT01412333,"A Randomized, Double-Blind, Double-Dummy, Parallel-Group Study To Evaluate the Efficacy and Safety of Ocrelizumab in Comparison to Interferon Beta-1a (Rebif) in Patients With Relapsing Multiple Sclerosis","['Interferon beta-1a', 'Ocrelizumab-matching placebo', 'Ocrelizumab', 'Interferon beta-1a-matching placebo']"
248,NCT01247324,"A Randomized, Double-Blind, Double-Dummy, Parallel-Group Study To Evaluate the Efficacy and Safety of Ocrelizumab in Comparison to Interferon Beta-1a (Rebif®) in Patients With Relapsing Multiple Sclerosis","['Interferon beta-1a', 'Ocrelizumab-matching placebo', 'Ocrelizumab', 'Interferon beta-1a-matching placebo']"
249,NCT04341259,A Phase I Study Of The Pharmacokinetics And Safety Of Ipatasertib In Chinese Patients With Locally Advanced Or Metastatic Solid Tumors.,['Ipatasertib']
250,NCT03341884,"A Phase 1, Open-Label, Single-Dose Study to Evaluate the Pharmacokinetics and Safety of Ipatasertib in Subjects With Mild, Moderate or Severe Hepatic Impairment Compared to Healthy Subjects",['Ipatasertib']
251,NCT02536391,"A Phase 1, Single-Dose, Randomized, Cross-Over, Relative Bioavailability, and Food Effect Study of Ipatasertib (GDC-0068) in Healthy Subjects","['Ipatasertib (capsule)', 'Ipatasertib (tablet)']"
252,NCT02063581,"A Phase 1, Open-Label Study to Evaluate the Effect of Formulation on the Bioavailability of Ipatasertib (GDC-0068) in Healthy Subjects","['ipatasertib (Capsule)', 'ipatasertib (Tablet)']"
253,NCT04920708,Randomised Phase II Study of Induction Fulvestrant and CDK4/6 Inhibition With the Addition of Ipatasertib in Metastatic ER+/HER2- Breast Cancer Patients Without ctDNA Suppression,"['Ipatasertib 300mg', 'Fulvestrant 500g', 'Palbociclib 75mg-125mg', 'CDK4/6 Inhibitor']"
254,NCT03072238,"A Phase III, Randomized, Double-Blind, Placebo-Controlled, Multicenter Trial Testing Ipatasertib Plus Abiraterone Plus Prednisone/Prednisolone, Relative to Placebo Plus Abiraterone Plus Prednisone/Prednisolone in Adult Male Patients With Asymptomatic or Mildly Symptomatic, Previously Untreated, Metastatic Castrate-Resistant Prostate Cancer","['Ipatasertib', 'Abiraterone', 'Placebo', 'Prednisone/Prednisolone']"
255,NCT03673787,Ice-CAP: A Phase I Trial of Ipatasertib in Combination With Atezolizumab in Patients With Advanced Solid Tumours With PI3K Pathway Hyperactivation,"['ipatasertib', 'Atezolizumab']"
256,NCT04404140,"A Phase Ib, Open-Label, Multicenter Study Evaluating The Safety, Efficacy and Pharmacokinetics Of Ipatasertib In Combination With Atezolizumab And Docetaxel In Metastatic Castration-Resistant Prostate Cancer.","['Ipatasertib', 'Atezolizumab', 'Docetaxel']"
257,NCT04464174,"A Multicenter, Open-Label, Non-Comparative, Three-Arm, Phase IIa Trial of Ipatasertib (GDC-0068) in Combination With Non-Taxane Chemotherapy Agents for Taxane-Pretreated Unresectable Locally Advanced or Metastatic TNBC Patients","['Ipatasertib', 'Capecitabine', 'Eribulin', 'Carboplatin', 'Gemcitabine']"
258,NCT04931342,"A Phase II, Open-Label, Multicenter, Platform Study Evaluating the Efficacy and Safety of Biomarker-Driven Therapies in Patients With Persistent or Recurrent Rare Epithelial Ovarian Tumors","['Ipatasertib', 'Cobimetinib', 'Trastuzumab Emtansine', 'Atezolizumab', 'Bevacizumab', 'Paclitaxel', 'Giredestrant', 'Abemaciclib', 'Inavolisib', 'Palbociclib', 'Letrozole', 'Olaparib', 'Luteinizing Hormone-Releasing Hormone (LHRH) Agonists']"
259,NCT04650581,A Double-Blind Placebo-Controlled Randomized Phase III Trial of Fulvestrant and Ipatasertib as Treatment for Advanced HER-2 Negative and Estrogen Receptor Positive (ER+) Breast Cancer Following Progression on First Line CDK 4/6 Inhibitor and Aromatase Inhibitor,"['Ipatasertib', 'Fulvestrant']"
260,NCT03222310,Effect of a Potent CYP3A and P-gp Inhibitor (Itraconazole) on Ipatasertib Pharmacokinetics in Healthy Subjects,"['Ipatasertib', 'Itraconazole']"
261,NCT03800836,"A Phase Ib, Open-Label, Multicenter Study Evaluating the Safety and Efficacy of Ipatasertib in Combination With Atezolizumab and Paclitaxel or Nab-Paclitaxel in Patients With Locally Advanced or Metastatic Triple-Negative Breast Cancer","['Ipatasertib', 'Paclitaxel', 'Atezolizumab', 'Nab-Paclitaxel', 'AC']"
262,NCT03337724,"A Double-Blind, Placebo-Controlled, Randomized Phase III Study of Ipatasertib in Combination With Paclitaxel as a Treatment for Patients With PIK3CA/AKT1/PTEN-Altered, Locally Advanced or Metastatic, Triple-Negative Breast Cancer or Hormone Receptor-Positive, HER2-Negative Breast Cancer","['Ipatasertib', 'Paclitaxel', 'Placebo']"
263,NCT02162719,"A Randomized, Phase II, Multi-Center, Placebo-Controlled Study of Ipatasertib (GDC-0068), an Inhibitor of Akt, in Combination With Paclitaxel as Front-Line Treatment for Patients With Metastatic Triple-Negative Breast Cancer","['Ipatasertib', 'Paclitaxel', 'Placebo']"
264,NCT04060862,A Phase Ib/III Study of Ipatasertib Plus Palbociclib and Fulvestrant Versus Placebo Plus Palbociclib and Fulvestrant in Hormone Receptor Positive and HER2 Negative Locally Advanced Unresectable or Metastatic Breast Cancer,"['Ipatasertib', 'Placebo', 'Palbociclib', 'Fulvestrant']"
265,NCT04253561,"A Phase Ib Study of Ipatasertib, an AKT Inhibitor, in Combination With Pertuzumab Plus Trastuzumab in Patients With PI3KCA-mutant, HER2-positive Locally Advanced or Metastatic Breast Cancer","['Ipatasertib', 'Trastuzumab', 'Pertuzumab']"
266,NCT03961698,"A Phase 2, Multi-arm, Multicenter, Open-label Study to Evaluate the Efficacy and Safety of IPI-549 Administered in Combination With Front-line Treatment Regimens in Patients With Locally Advanced and/or Metastatic Triple-Negative Breast Cancer or Renal Cell Carcinoma","['IPI-549 (eganelisib)', 'Atezolizumab', 'nab-paclitaxel', 'Bevacizumab']"
267,NCT01872689,"A Phase II, Randomized, Double-Blind, Placebo-Controlled, Study to Assess the Efficacy and Safety of Lebrikizumab in Patients With Idiopathic Pulmonary Fibrosis","['Lebrikizumab', 'Pirfenidone', 'Placebo']"
268,NCT00476996,"A Randomized, Double-Blind, Parallel Group, International Study to Evaluate the Safety and Efficacy of Ocrelizumab Compared to Placebo in Patients With Active Rheumatoid Arthritis Who Have an Inadequate Response to at Least One Anti-TNF-α Therapy","['Leflunomide', 'Methotrexate', 'Ocrelizumab', 'Ocrelizumab', 'Placebo']"
269,NCT02707640,"A Randomized, Double-Blind, Placebo-Controlled, Phase 2 Study of the Safety and Tolerability of N-Acetylcysteine in Patients With Idiopathic Pulmonary Fibrosis With Background Treatment of Pirfenidone","['Matching Placebo', 'N-acetylcysteine', 'Pirfenidone']"
270,NCT00673920,"A Randomized, Double-Blind, Parallel-Group, International Study to Evaluate the Safety and Efficacy of Ocrelizumab Given As a Single Infusion or Dual Infusion Compared With Placebo in Patients With Active Rheumatoid Arthritis Who Have an Inadequate Response to Methotrexate Therapy","['Methotrexate', 'Ocrelizumab', 'Placebo']"
271,NCT00485589,"A Randomized, Double-Blind, Parallel Group, International Study to Evaluate the Safety and Efficacy of Ocrelizumab in Combination With Methotrexate (MTX) Compared to MTX Alone in Methotrexate- Naive Patients With Active Rheumatoid Arthritis","['Methotrexate', 'Ocrelizumab', 'Placebo']"
272,NCT00406419,"A Randomized, Double-Blind, Parallel Group, International Study to Evaluate the Safety and Efficacy of Ocrelizumab Compared to Placebo in Patients With Active Rheumatoid Arthritis Continuing Methotrexate Treatment","['Methotrexate', 'ocrelizumab', 'Placebo']"
273,NCT05207670,"An Open-Label, Multicenter, Phase II Trial Evaluating the Safety, Efficacy, and Pharmacokinetics of Subcutaneous Mosunetuzumab Monotherapy in Patients With Select B-Cell Malignancies","['Mosunetuzumab (Cohorts A-C)', 'Mosunetuzumab (Cohorts D-E)', 'Tocilizumab']"
274,NCT03671018,"An Open-Label, Randomized, Multicenter, Phase Ib/II Trial Evaluating the Safety, Tolerability, Pharmacokinetics, and Efficacy of Mosunetuzumab (BTCT4465A) in Combination With Polatuzumab Vedotin in Patients With B-Cell Non-Hodgkin Lymphoma","['Mosunetuzumab (IV)', 'Mosunetuzumab (SC)', 'Polatuzumab vedotin', 'Tocilizumab', 'Rituximab']"
275,NCT04246086,"A Phase Ib/II, Open-Label, Multicenter Study With a Non-Randomized Stage Evaluating the Safety, Pharmacokinetics, and Efficacy of Mosunetuzumab Plus Lenalidomide (+Len), and a Randomized Stage Evaluating the Safety, Tolerability, and Pharmacokinetics of SC Versus IV Mosunetuzumab + Len in Patients With Follicular Lymphoma","['Mosunetuzumab (IV)', 'Tocilizumab', 'Lenalidomide', 'Mosunetuzumab (SC)']"
276,NCT03677154,A Phase I/II Trial of Mosunetuzumab (BTCT4465A) as Consolidation Therapy in Patients With Diffuse Large B-Cell Lymphoma Following First-Line Immunotherapy and as Monotherapy or in Combination With Polatuzumab Vedotin in Elderly/Unfit Patients With Previously Untreated Diffuse Large B-Cell Lymphoma,"['Mosunetuzumab Intravenous (IV)', 'Mosunetuzumab Subcutaneous (SC)', 'Polatuzumab Vedotin', 'Tocilizumab']"
277,NCT05315713,"A Phase Ib/II Open-Label, Multicenter Study Evaluating the Safety, Efficacy, and Pharmacokinetics of Mosunetuzumab in Combination With Tiragolumab With or Without Atezolizumab in Patients With Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma","['Mosunetuzumab SC', 'Tiragolumab', 'Atezolizumab']"
278,NCT04712097,"Phase III Randomized, Open-Label, Multicenter Study Evaluating Efficacy and Safety of Mosunetuzumab in Combination With Lenalidomide in Comparison to Rituximab in Combination With Lenalidomide in Patients With Follicular Lymphoma After at Least One Line of Systemic Therapy","['Mosunetuzumab', 'Lenalidomide', 'Rituximab', 'Tociluzumab']"
